step,location,timezero,date,pred_median,pred_95_lb,pred_80_lb,pred_50_lb,pred_50_ub,pred_80_ub,pred_95_ub,na_value_count
2,Hesse,2015-07-05,2015-07-19,0.0108165510472315,-1.68712203422398,-1.4379285970433,-0.633036062565693,0.727570604865576,1.62627990113658,1.99704587391718,0
3,Hesse,2015-07-05,2015-07-26,0.067299918888929,-1.85758343536201,-1.5925076993129,-0.63411337881759,0.772965832323789,1.67459506664557,2.01611067228427,0
4,Hesse,2015-07-05,2015-08-02,-0.068563465037794,-2.06063330226478,-1.79822462146662,-0.799961729856527,0.557461339828863,1.45779128899965,1.71238207854329,0
5,Hesse,2015-07-05,2015-08-09,0.106728706598324,-1.81809492045444,-1.43959128378019,-0.556328680883366,0.720670844056744,1.76322756410087,2.0280650892865,0
6,Hesse,2015-07-05,2015-08-16,-0.0313512774036225,-2.09008100588013,-1.70982284906173,-0.674413988853488,0.632773506025167,1.54163386417419,1.95730802021213,0
1,Mecklenburg-Vorpommern,2015-07-05,2015-07-12,0.110408064064282,-1.90165836296446,-1.59666168399706,-0.550502238610415,0.818634817642859,1.74862279637488,1.98184937983452,0
2,Mecklenburg-Vorpommern,2015-07-05,2015-07-19,-0.0811243910654337,-2.02209052904482,-1.73632333512387,-0.757553981960569,0.581470121403832,1.50199006500411,1.80094329101551,0
3,Mecklenburg-Vorpommern,2015-07-05,2015-07-26,-0.0617994587573275,-1.93130607868831,-1.62937050771435,-0.767970264586623,0.635181900839341,1.64625969588568,1.89518493255926,0
4,Mecklenburg-Vorpommern,2015-07-05,2015-08-02,-0.209059188764239,-2.13180852147776,-1.79677623055803,-0.914053118249425,0.437753605810912,1.32669025122321,1.8005677698962,0
5,Mecklenburg-Vorpommern,2015-07-05,2015-08-09,0.592567854125933,-1.42406762147376,-1.18086121199223,-0.0679496248544153,1.23461474745401,2.13548246972164,2.49785356481251,0
6,Mecklenburg-Vorpommern,2015-07-05,2015-08-16,-0.388529935974096,-2.19935153017629,-1.95037444595706,-1.07452129313819,0.244695486935318,1.1752431782295,1.43321107077289,0
1,Lower Saxony,2015-07-05,2015-07-12,-0.0510917947233285,-1.95911598068339,-1.63682138795062,-0.702127999270072,0.539671324005005,1.39456427203725,1.74445065966587,0
2,Lower Saxony,2015-07-05,2015-07-19,0.0451781810965845,-1.93276931702949,-1.64244496941297,-0.621600288191389,0.70367502852048,1.72170140260475,1.99034182291005,0
3,Lower Saxony,2015-07-05,2015-07-26,-0.0278063301914097,-2.16952472696481,-1.85435116109343,-0.748712403148314,0.651394011451767,1.61048264642777,1.92924682111622,0
4,Lower Saxony,2015-07-05,2015-08-02,-0.0914117285560451,-2.01233728228658,-1.70164964599721,-0.794625949499281,0.626521825792947,1.62557765106655,2.00204601526957,0
5,Lower Saxony,2015-07-05,2015-08-09,0.129026758145279,-1.74606162425079,-1.44447380810417,-0.499009109044155,0.853027353603332,1.85352570436547,2.1598774452249,0
6,Lower Saxony,2015-07-05,2015-08-16,0.0154712501293952,-2.05019798819499,-1.73817403657379,-0.638720025063018,0.718904645185887,1.62207865088681,1.9673417011307,0
1,North Rhine-Westphalia,2015-07-05,2015-07-12,-0.0910422712989303,-2.05534517119829,-1.70210646107195,-0.74737714768872,0.620226369464024,1.66157150331589,1.90641112052272,0
2,North Rhine-Westphalia,2015-07-05,2015-07-19,-0.0376779239956048,-1.94021298214015,-1.672079881402,-0.699290125859575,0.6411458414913,1.71092052763984,1.98385830950846,0
3,North Rhine-Westphalia,2015-07-05,2015-07-26,-0.0417259810161919,-2.06592734022134,-1.71860416490174,-0.733429970863927,0.688403348812544,1.55691186276932,2.04604096459257,0
4,North Rhine-Westphalia,2015-07-05,2015-08-02,-0.151939435615032,-2.08041857736163,-1.85941439620096,-0.912510018221641,0.520038566333999,1.49394872843014,1.79634309232733,0
5,North Rhine-Westphalia,2015-07-05,2015-08-09,0.185078696483786,-1.82583571584538,-1.56201359055119,-0.485453553528879,0.906749076989743,1.79315264760075,2.06186581107303,0
6,North Rhine-Westphalia,2015-07-05,2015-08-16,0.00747036001513137,-1.94527205560589,-1.65864455845907,-0.675314219610683,0.653807422553097,1.66849577166618,2.01566088050086,0
1,Rhineland-Palatinate,2015-07-05,2015-07-12,-0.112869947855141,-2.00829712625623,-1.71287971313595,-0.765974838417765,0.63414422966538,1.5874195124066,1.89240231123582,0
2,Rhineland-Palatinate,2015-07-05,2015-07-19,0.00941493917519987,-2.18348422691928,-1.73071146320953,-0.687023691165219,0.725640842188886,1.61747902911933,1.92578899775903,0
3,Rhineland-Palatinate,2015-07-05,2015-07-26,0.106914014290271,-1.90463450491915,-1.58635698101606,-0.629113036881877,0.773981473719554,1.70473349415747,1.99046848254433,0
4,Rhineland-Palatinate,2015-07-05,2015-08-02,-0.176936320059905,-2.08550850051545,-1.72430944871449,-0.831380239765544,0.492675768357323,1.56829140031606,1.80617283420519,0
5,Rhineland-Palatinate,2015-07-05,2015-08-09,0.280196414475757,-1.50127122287699,-1.21476381432618,-0.408039375425277,0.927087225011806,1.77306559908014,2.12069353791961,0
6,Rhineland-Palatinate,2015-07-05,2015-08-16,-0.150165373510191,-1.95169845661392,-1.78381183183927,-0.823384841694404,0.540802033149168,1.5377014788574,1.83736897157257,0
1,Saarland,2015-07-05,2015-07-12,-0.00205998209611796,-2.03849547743766,-1.74329949216843,-0.735272702642051,0.609116456442962,1.48993136831614,1.84252448903767,0
2,Saarland,2015-07-05,2015-07-19,-0.080939090560841,-1.79983101526893,-1.5805786683221,-0.741151193185404,0.579354471170186,1.64336779832072,1.97703858946206,0
3,Saarland,2015-07-05,2015-07-26,0.00159083590193389,-1.93925392492694,-1.61512956866266,-0.665086823134715,0.707095595565501,1.64660421526556,1.97717349899395,0
4,Saarland,2015-07-05,2015-08-02,0.0600520313609993,-1.99289823045471,-1.74326284705874,-0.636626552459639,0.676068077513282,1.57839118600449,1.85824928999432,0
5,Saarland,2015-07-05,2015-08-09,0.110882029038334,-1.75810382164835,-1.44988040871531,-0.596468385133543,0.815391472538301,1.76553757860196,2.11306285787128,0
6,Saarland,2015-07-05,2015-08-16,-0.0694674971189461,-2.04783086351524,-1.73497083012776,-0.721685927333024,0.641918696713597,1.57963943061522,1.99520210134894,0
1,Saxony,2015-07-05,2015-07-12,-0.153269387480308,-2.07101292635654,-1.74378770302627,-0.829456775433045,0.475461175445686,1.57295893977231,1.81703648173269,0
2,Saxony,2015-07-05,2015-07-19,-0.132788014152002,-2.0395871415444,-1.74793882525462,-0.794954103226261,0.604784421337673,1.62380754971861,1.86975779561679,0
3,Saxony,2015-07-05,2015-07-26,0.219493260296105,-1.87219856557593,-1.55172537472035,-0.431774307395856,0.850654967220612,1.72632695142138,2.10115458655892,0
4,Saxony,2015-07-05,2015-08-02,-0.17362698020301,-2.06403007430182,-1.7314405037896,-0.866187768501227,0.511895913330058,1.5927253322475,1.91415329300913,0
5,Saxony,2015-07-05,2015-08-09,-0.402455061035088,-2.39654857159661,-2.09513693428531,-0.994190180065969,0.343056699159525,1.42124627274105,1.72918635954093,0
6,Saxony,2015-07-05,2015-08-16,-0.433620996658644,-2.38755096958199,-2.1511684232531,-1.10476926221433,0.266096828050881,1.24169217433926,1.59404133010217,0
1,Saxony-Anhalt,2015-07-05,2015-07-12,0.0277846741717098,-1.94770277998397,-1.62533347579994,-0.64179453010249,0.695854592768731,1.57240603293448,1.82044368535614,0
2,Saxony-Anhalt,2015-07-05,2015-07-19,-0.1133617085409,-2.12035982954242,-1.8055064382738,-0.722376446521798,0.600020181146337,1.59747836192478,1.81742587756513,0
3,Saxony-Anhalt,2015-07-05,2015-07-26,0.0353077275111818,-1.90019260025029,-1.58474435712574,-0.590675091496914,0.694737917080357,1.75553243166082,2.04993923445741,0
4,Saxony-Anhalt,2015-07-05,2015-08-02,-0.38978887674712,-2.2807542471756,-1.9425855230929,-1.02704333603769,0.336142449823189,1.1793701295932,1.55407643423108,0
5,Saxony-Anhalt,2015-07-05,2015-08-09,0.136206768370778,-1.71793992005763,-1.46401118047116,-0.525288759971635,0.793239354098322,1.66016773651967,2.03195047797358,0
6,Saxony-Anhalt,2015-07-05,2015-08-16,-0.851052116795445,-2.84776809283009,-2.4946931149643,-1.52471321161471,-0.20019183012445,0.787422676551465,1.12330747766781,0
1,Schleswig-Holstein,2015-07-05,2015-07-12,-0.0297573669380402,-1.92900393828348,-1.63706464148767,-0.698689462812139,0.581625459157627,1.53573273559991,2.02043384128407,0
2,Schleswig-Holstein,2015-07-05,2015-07-19,0.0246733033282996,-1.96815934449783,-1.67084157391324,-0.690496771123043,0.716644172693545,1.58614407925544,1.95832917505052,0
3,Schleswig-Holstein,2015-07-05,2015-07-26,-0.0669947819414338,-1.89500319422305,-1.52637650274692,-0.732638785989742,0.684218651239417,1.53262485698128,1.84079048000535,0
4,Schleswig-Holstein,2015-07-05,2015-08-02,0.128915488587767,-1.94624390251256,-1.52599695729277,-0.542360283046074,0.856021503690183,1.84355147476536,2.14713875732746,0
5,Schleswig-Holstein,2015-07-05,2015-08-09,0.12385472447706,-1.70180143267987,-1.45474478788309,-0.496231302598462,0.845473746226886,1.83375443222219,2.18354384720026,0
6,Schleswig-Holstein,2015-07-05,2015-08-16,0.0388899438625334,-1.88302165185052,-1.62454373194437,-0.635837211859016,0.724638938604343,1.73643117784998,1.98727460308809,0
1,Thuringia,2015-07-05,2015-07-12,-0.0624564042583064,-2.05191296869823,-1.75775393496121,-0.754226687197243,0.540222058321018,1.49550189960832,1.85604805938728,0
2,Thuringia,2015-07-05,2015-07-19,-0.21738425393413,-2.00512487104351,-1.78529964026521,-0.864693143279867,0.437137482641328,1.38580680718701,1.7609657275753,0
3,Thuringia,2015-07-05,2015-07-26,0.346476083261343,-1.63405262496253,-1.32271684254482,-0.372705273656639,0.974836236741115,2.02376122925107,2.32516009581575,0
4,Thuringia,2015-07-05,2015-08-02,-0.0334105870825323,-2.12746837591966,-1.7160763382348,-0.709652125856183,0.576941886745145,1.47560330949259,1.68523210572938,0
5,Thuringia,2015-07-05,2015-08-09,0.365586364732025,-1.60483693195364,-1.33571343930386,-0.355515393815938,1.02708076294453,1.99499606846892,2.35283455909392,0
6,Thuringia,2015-07-05,2015-08-16,-0.644416054415047,-2.50335287943806,-2.27113776132597,-1.27197557191493,0.072347767561417,0.943959784996855,1.25834883878528,0
1,Baden-Württemberg,2015-07-12,2015-07-19,-0.0671488800265279,-2.04991010971748,-1.76140434351564,-0.768654066436936,0.554357394322981,1.58409066357851,1.82710922776074,0
2,Baden-Württemberg,2015-07-12,2015-07-26,-0.0382556531923706,-1.87172877836327,-1.65707981278424,-0.709116932710506,0.691034088072741,1.6326028866436,1.99889874897836,0
3,Baden-Württemberg,2015-07-12,2015-08-02,0.251245185248567,-1.70308545864738,-1.41434012710834,-0.440977091324388,0.930370456425206,1.90664801756108,2.14943192970571,0
4,Baden-Württemberg,2015-07-12,2015-08-09,-0.143958848247317,-1.99568987102146,-1.70398248760985,-0.818050861420623,0.54047841138772,1.5108975198961,1.78957438378454,0
5,Baden-Württemberg,2015-07-12,2015-08-16,0.0432011533104878,-1.8056707318753,-1.5885151599526,-0.649093054182315,0.73079570399278,1.73235254393649,1.99425665876335,0
6,Baden-Württemberg,2015-07-12,2015-08-23,-0.14441398100981,-1.97803116717745,-1.70278665849918,-0.740094322763145,0.580715770052967,1.49978503462787,1.7910889917213,0
1,Bavaria,2015-07-12,2015-07-19,-0.282551781193269,-2.14821099010827,-1.85770824065362,-0.908453450217519,0.398781993591293,1.34893215219994,1.63928753609298,0
2,Bavaria,2015-07-12,2015-07-26,0.148983138566239,-1.84041485911173,-1.48810670256406,-0.561648819698135,0.752171001581462,1.67747462329234,1.95566432739328,0
3,Bavaria,2015-07-12,2015-08-02,0.485520984283467,-1.54584351926031,-1.18061465510268,-0.19086807276799,1.14538368816057,2.08987193819131,2.39917913169683,0
4,Bavaria,2015-07-12,2015-08-09,-0.312694143920764,-2.26869042090339,-1.92937868198071,-1.02459152704382,0.352553542506379,1.34694401577766,1.56621140194405,0
5,Bavaria,2015-07-12,2015-08-16,-0.00575414509572865,-1.92072912106399,-1.69911620704283,-0.659172805426309,0.584745206250978,1.55237396268578,1.78760623319438,0
6,Bavaria,2015-07-12,2015-08-23,0.204380241587485,-1.70753054685198,-1.40733293551388,-0.537453280598775,0.915029592213863,1.83672959315594,2.09942196187178,0
1,Berlin,2015-07-12,2015-07-19,0.0466703780757579,-1.86170610272034,-1.58622553402115,-0.607178838701619,0.706186115750374,1.64243329243844,2.01331220896291,0
2,Berlin,2015-07-12,2015-07-26,0.0448513196680067,-1.87593862081285,-1.54456736756943,-0.618547587830401,0.719123225105278,1.63080161292971,1.99898097568505,0
3,Berlin,2015-07-12,2015-08-02,0.174339085444404,-1.83640394276585,-1.51129584899443,-0.538216130644799,0.819440780458988,1.75348579604988,1.92248016168867,0
4,Berlin,2015-07-12,2015-08-09,-0.121909961113545,-2.05004822671525,-1.75709030023039,-0.761462149111555,0.513996330259188,1.46213712738283,1.73392473843453,0
5,Berlin,2015-07-12,2015-08-16,0.204038534096654,-1.90827353097055,-1.56205317312625,-0.562595927507148,0.902905357750482,1.83562868931365,2.23159196073923,0
6,Berlin,2015-07-12,2015-08-23,-0.136294431366364,-1.96857994231038,-1.64699852742545,-0.762528253031766,0.595681365387061,1.65268603081905,2.00127322808002,0
1,Brandenburg,2015-07-12,2015-07-19,-0.0691758341860903,-2.15569173389597,-1.7736089541017,-0.726481301750967,0.56099324979494,1.45072819478597,1.77782983739722,0
2,Brandenburg,2015-07-12,2015-07-26,-0.0644470018375061,-2.04899665870254,-1.68505768046569,-0.73671089314422,0.613212735419469,1.58334219859324,1.8851684899624,0
3,Brandenburg,2015-07-12,2015-08-02,0.147394240290022,-1.76537762569896,-1.45946664684001,-0.545234508988452,0.801329329455461,1.73763546380066,2.08824275670561,0
4,Brandenburg,2015-07-12,2015-08-09,-0.0924073724974614,-1.94150936115441,-1.68822335415497,-0.787536856463977,0.604915777990881,1.55198819932389,1.8743376250439,0
5,Brandenburg,2015-07-12,2015-08-16,0.206089873805343,-1.65777524780511,-1.34883811293069,-0.450815908394514,0.892702379673727,1.98343628496902,2.1581673148205,0
6,Brandenburg,2015-07-12,2015-08-23,-0.28729261532746,-2.34413944707473,-2.00152327366389,-0.961294588829423,0.394853679048529,1.32822693980923,1.71143664938996,0
1,Bremen,2015-07-12,2015-07-19,-0.0222082410795204,-1.89939532023438,-1.63016276824368,-0.715427253055978,0.705256619788923,1.52207656602443,1.82140672977899,0
2,Bremen,2015-07-12,2015-07-26,-0.0425242860985753,-2.07815860022574,-1.70666645196695,-0.718762702533381,0.646571275479754,1.66059197581737,1.89114626633236,0
3,Bremen,2015-07-12,2015-08-02,0.0254145772674547,-1.98837503928314,-1.59008395907627,-0.640067178852311,0.656125424239825,1.67290306426851,1.9327560405884,0
4,Bremen,2015-07-12,2015-08-09,-0.120524487356033,-2.16043437104391,-1.74452778215354,-0.766454358089145,0.563670045591785,1.49938359315029,1.7984259250529,0
5,Bremen,2015-07-12,2015-08-16,0.128088751365383,-1.82053117063205,-1.51720100340891,-0.528559117788779,0.719949191027721,1.66457541584579,1.97080613876245,0
6,Bremen,2015-07-12,2015-08-23,-0.0274325779487869,-1.81790866501385,-1.50809553591227,-0.650003318808097,0.608227458958882,1.68991867863053,2.00114621758716,0
1,Hamburg,2015-07-12,2015-07-19,0.0343367653200037,-2.00089020642358,-1.6877753649565,-0.631725867109142,0.727858862478697,1.66263397556161,2.02329112605445,0
2,Hamburg,2015-07-12,2015-07-26,-0.0731182446595861,-1.94605097386345,-1.65441735369071,-0.797286121120127,0.567612977066462,1.54320802001837,1.96863583138403,0
3,Hamburg,2015-07-12,2015-08-02,0.257579025163893,-1.81714932612713,-1.47859327320504,-0.418119812088691,0.890739525517857,1.87125368342745,2.16189041012925,0
4,Hamburg,2015-07-12,2015-08-09,-0.0393262688246144,-2.10245785099697,-1.70856761648374,-0.761409122476168,0.618163725995215,1.6805618423377,1.91896887484701,0
5,Hamburg,2015-07-12,2015-08-16,0.52148770079185,-1.38231381398811,-1.08230537350823,-0.167198354969751,1.21868211034996,2.15738785894087,2.39156796474003,0
6,Hamburg,2015-07-12,2015-08-23,-0.21957813187521,-2.18782272685225,-1.94070095318028,-0.930855408945455,0.450145663848877,1.44641011320777,1.75042288637568,0
1,Hesse,2015-07-12,2015-07-19,-0.0438060044563029,-2.07841407434626,-1.77170957105389,-0.70836148870647,0.654768976198433,1.70918925375339,1.96067902712473,0
2,Hesse,2015-07-12,2015-07-26,-0.085704145084629,-1.85273430747764,-1.59330793143957,-0.737635915543745,0.548250578295221,1.53228759224665,1.82262365675913,0
3,Hesse,2015-07-12,2015-08-02,0.148424313763592,-1.83698517025609,-1.55136090380145,-0.544320111406721,0.843781291815458,1.95732760918876,2.25141314159171,0
4,Hesse,2015-07-12,2015-08-09,-0.113335092372788,-1.95990493314491,-1.71708078164412,-0.78407067075688,0.528768618743314,1.38505110441463,1.64036965592451,0
5,Hesse,2015-07-12,2015-08-16,0.0788749187163275,-1.85445247014215,-1.59325125947045,-0.624294251174535,0.816634759094601,1.68848698827496,1.97527159456985,0
6,Hesse,2015-07-12,2015-08-23,-0.114616451792291,-2.08559073613144,-1.74562771162938,-0.802409090574414,0.552343703933971,1.52560345592838,1.78863496596855,0
1,Mecklenburg-Vorpommern,2015-07-12,2015-07-19,0.19276129474259,-1.8840943279712,-1.44847404460427,-0.44437403339042,0.823958088272049,1.77110336457563,2.02497639539732,0
2,Mecklenburg-Vorpommern,2015-07-12,2015-07-26,-0.253888116786413,-2.14996516958773,-1.90503114668347,-0.930007254196132,0.422523793399278,1.33771876108554,1.72328142200114,0
3,Mecklenburg-Vorpommern,2015-07-12,2015-08-02,0.128003584163746,-1.86582676824838,-1.47840511957398,-0.551051815369683,0.802031721743425,1.78213334485517,2.02637065473418,0
4,Mecklenburg-Vorpommern,2015-07-12,2015-08-09,-0.0434255087864028,-2.02148044946659,-1.68917937886036,-0.767127897451041,0.585458835422658,1.49121918383598,1.75957722095589,0
5,Mecklenburg-Vorpommern,2015-07-12,2015-08-16,0.509466923370142,-1.52742023777829,-1.26331668136586,-0.238435692367844,1.11535249407069,2.13508267805426,2.47580056435198,0
6,Mecklenburg-Vorpommern,2015-07-12,2015-08-23,-0.588308640384446,-2.6044484214405,-2.27523754823345,-1.2529816642231,0.149820964879786,1.00602324941181,1.35480368913631,0
1,Lower Saxony,2015-07-12,2015-07-19,-0.184236808400219,-1.99959579805765,-1.81508985294798,-0.834782191876014,0.516391460413825,1.42360753018029,1.70030824340573,0
2,Lower Saxony,2015-07-12,2015-07-26,0.0227328188491428,-1.93032524437448,-1.64458508448404,-0.637220288746544,0.731393347094487,1.71756447007771,2.09245143366678,0
3,Lower Saxony,2015-07-12,2015-08-02,-0.0177367210912003,-1.94059884929159,-1.65505851878645,-0.63483891622739,0.586496629635061,1.59727322668254,1.88597228428251,0
4,Lower Saxony,2015-07-12,2015-08-09,-0.17343287185717,-2.20704241793072,-1.89033803837339,-0.914166599518543,0.473211996392236,1.54981766657714,1.92162690645707,0
5,Lower Saxony,2015-07-12,2015-08-16,0.191652601090795,-1.92685268300988,-1.5907705632169,-0.490069560600274,0.814787419684354,1.71526691422903,2.09105426036193,0
6,Lower Saxony,2015-07-12,2015-08-23,-0.0503007910060186,-2.05992749088803,-1.74994113250385,-0.74917723827231,0.534723145894074,1.52328276546247,1.79337294958103,0
1,North Rhine-Westphalia,2015-07-12,2015-07-19,-0.00966400329465856,-1.8822033682047,-1.65507878278139,-0.620143215932817,0.665172610306801,1.67936422847501,2.02565351303983,0
2,North Rhine-Westphalia,2015-07-12,2015-07-26,-0.00247372148779114,-2.10305329519122,-1.81250687082756,-0.696002154316809,0.635112521732872,1.60960503034901,2.02297416059472,0
3,North Rhine-Westphalia,2015-07-12,2015-08-02,-0.018904603782219,-1.97261626435489,-1.63723997884346,-0.724141441554925,0.610924432501033,1.53718421806471,1.79832127313738,0
4,North Rhine-Westphalia,2015-07-12,2015-08-09,-0.110391863599235,-2.24104212240988,-1.89130825636127,-0.877556874822825,0.542241918342939,1.61519852318378,2.02571325761049,0
5,North Rhine-Westphalia,2015-07-12,2015-08-16,0.0180407382302587,-1.91684121376097,-1.56602947120324,-0.630214765968904,0.652368217942434,1.68150247020729,2.0157157375643,0
6,North Rhine-Westphalia,2015-07-12,2015-08-23,0.00991903496236368,-2.01018625351068,-1.67371621406812,-0.65336840869353,0.665871445708678,1.59414598573166,1.85851569409572,0
1,Rhineland-Palatinate,2015-07-12,2015-07-19,-0.0772304782595507,-1.77099722217367,-1.60273232498171,-0.747922889962749,0.63600304063608,1.45978531112469,1.81534967679743,0
2,Rhineland-Palatinate,2015-07-12,2015-07-26,-0.115265476897785,-2.06252985475324,-1.73531038145681,-0.77532767007108,0.619198518103843,1.52561950734701,1.8123382969117,0
3,Rhineland-Palatinate,2015-07-12,2015-08-02,0.187540440838679,-1.76014819229976,-1.50302174696789,-0.511469054726206,0.887413112983623,1.89605629194067,2.18011645405352,0
4,Rhineland-Palatinate,2015-07-12,2015-08-09,-0.162450475728874,-2.15559933258597,-1.86549910295903,-0.920511839006485,0.488337147983679,1.3588660895279,1.74024988949304,0
